sensor_id,MAE,RMSE,R2
0,0.2852,0.4284,0.9981
1,0.2879,0.4304,0.9981
2,0.2873,0.4294,0.9981
3,0.289,0.4311,0.9981
4,0.2845,0.4264,0.9981
5,0.2862,0.4301,0.9981
6,0.2921,0.4322,0.9981
7,0.2863,0.4272,0.9981
8,0.2904,0.4313,0.9981
9,0.2839,0.4269,0.9981
