sensor_id,MAE,RMSE,R2
0,0.0843,0.1659,0.9997
1,0.0874,0.1692,0.9997
2,0.0877,0.17,0.9997
3,0.087,0.1694,0.9997
4,0.0848,0.1679,0.9997
5,0.0852,0.1674,0.9997
6,0.0878,0.1698,0.9997
7,0.0893,0.1727,0.9997
8,0.0856,0.1676,0.9997
9,0.0889,0.1712,0.9997
